ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,in,out
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,64196,UDP,......,0,0,2,490,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,59189,53,UDP,......,0,0,2,132,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,61061,53,UDP,......,0,0,3,203,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,56572,53,UDP,......,0,0,3,201,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,56398,UDP,......,0,0,2,1054,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,51968,53,UDP,......,0,0,2,124,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,54860,53,TCP,  0xc2,0,0,3,168,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,54860,TCP,  0x52,0,0,2,120,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,51968,UDP,......,0,0,2,1060,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,50934,UDP,......,0,0,2,266,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,52.114.142.73,51025,443,TCP,  0xc2,0,0,15,3574,1,4
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,52.114.75.69,51026,443,TCP,  0xc2,0,0,12,2976,1,4
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,54861,53,TCP,  0xc2,0,0,3,168,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,54861,TCP,  0x52,0,0,2,120,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,59189,UDP,......,0,0,2,1036,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,61061,UDP,......,0,0,3,1412,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,56572,UDP,......,0,0,2,1060,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,54863,53,TCP,  0xc2,0,0,7,439,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,54863,TCP,  0x52,0,0,5,454,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,52.232.216.86,217.15.20.194,443,51024,TCP,  0x52,0,0,10,5975,4,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,57518,UDP,......,0,0,2,1078,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.35,192.168.250.1,54864,53,TCP,  0xc2,0,0,3,168,1,0
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.1,192.168.250.35,53,54864,TCP,  0x52,0,0,2,120,0,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,52.114.142.73,217.15.20.194,443,51025,TCP,  0x52,0,2,11,6790,4,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,46.229.161.131,217.15.20.194,11484,53,UDP,......,0,0,2,138,4,1
2020-02-25 11:38:47,2020-02-25 11:38:47,0,192.168.250.247,46.229.161.131,53,11484,UDP,......,0,0,2,314,1,4
2020-02-25 11:26:29,2020-02-25 11:38:48,739.64,192.168.250.3,23.226.231.226,80,11326,TCP,.A..S.,0,0,13,572,1,4
2020-02-25 11:38:49,2020-02-25 11:38:49,0,192.168.250.37,255.255.255.255,68,67,UDP,......,0,0,2,656,1,0
2020-02-25 11:38:49,2020-02-25 11:38:49,0,192.168.250.37,192.168.250.1,50140,53,UDP,......,0,0,2,116,1,0
2020-02-25 11:38:49,2020-02-25 11:38:49,0,192.168.250.1,192.168.250.37,53,50140,UDP,......,0,0,2,116,0,1
2020-02-25 11:38:18,2020-02-25 11:38:49,31.54,192.168.250.3,23.226.231.226,80,28194,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:38:49,2020-02-25 11:38:51,1.84,192.168.250.35,139.162.238.92,54865,6626,TCP,  0xc2,0,0,23,3066,1,4
2020-02-25 11:38:49,2020-02-25 11:38:51,1.84,192.168.250.35,139.162.238.92,54866,6626,TCP,  0xc2,0,0,9,1184,1,4
2020-02-25 11:38:49,2020-02-25 11:38:51,1.84,139.162.238.92,217.15.20.194,6626,54865,TCP,  0x52,0,0,16,5030,4,1
2020-02-25 11:38:50,2020-02-25 11:38:51,1.84,139.162.238.92,217.15.20.194,6626,54866,TCP,  0x52,0,0,5,504,4,1
2020-02-25 11:38:53,2020-02-25 11:38:55,1.5,192.168.250.37,192.168.250.255,137,137,UDP,......,0,0,4,312,1,0
2020-02-25 11:38:56,2020-02-25 11:38:56,0,192.168.250.37,192.168.250.1,61900,53,UDP,......,0,0,2,134,1,0
2020-02-25 11:38:56,2020-02-25 11:38:56,0,192.168.250.1,192.168.250.37,53,61900,UDP,......,0,0,2,452,0,1
2020-02-25 11:38:56,2020-02-25 11:38:56,0,192.168.250.37,64.233.165.94,56497,443,TCP,....S.,0,0,10,2389,1,4
2020-02-25 11:38:56,2020-02-25 11:38:56,0,64.233.165.94,217.15.20.194,443,56497,TCP,.A..S.,0,0,10,5264,4,1
2020-02-25 11:09:54,2020-02-25 11:38:56,1741.63,192.168.250.3,23.226.231.226,80,13976,TCP,.A..S.,0,0,31,1364,1,4
2020-02-25 11:38:56,2020-02-25 11:38:56,0,23.226.231.226,217.15.20.194,55356,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:26:55,2020-02-25 11:38:59,724.74,23.226.231.226,217.15.20.194,51279,80,TCP,..P.S.,0,0,3,120,4,1
2020-02-25 11:38:45,2020-02-25 11:39:00,15.03,192.168.250.3,192.168.0.4,25280,26368,TCP,....S.,0,0,6,360,1,4
2020-02-25 11:38:45,2020-02-25 11:39:00,15.03,192.168.250.3,192.168.0.4,25281,26368,TCP,....S.,0,0,6,360,1,4
2020-02-25 11:39:00,2020-02-25 11:39:00,0,192.168.250.3,192.168.250.1,30142,53,UDP,......,0,0,2,142,1,0
2020-02-25 11:39:00,2020-02-25 11:39:00,0,192.168.250.1,192.168.250.3,53,30142,UDP,......,0,0,2,322,0,1
2020-02-25 11:39:00,2020-02-25 11:39:00,0,192.168.250.3,192.168.250.1,50130,53,UDP,......,0,0,2,124,1,0
2020-02-25 11:39:00,2020-02-25 11:39:00,0,192.168.250.1,192.168.250.3,53,50130,UDP,......,0,0,2,124,0,1
2020-02-25 11:39:00,2020-02-25 11:39:00,0,192.168.250.3,192.168.250.1,15107,53,UDP,......,0,0,2,140,1,0
2020-02-25 11:39:00,2020-02-25 11:39:00,0,192.168.250.1,192.168.250.3,53,15107,UDP,......,0,0,2,140,0,1
2020-02-25 11:38:30,2020-02-25 11:39:02,31.29,192.168.250.3,23.226.231.226,80,15403,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:39:03,2020-02-25 11:39:03,0,209.17.97.90,217.15.20.194,54440,443,TCP,....S.,0,0,3,128,4,1
2020-02-25 11:39:03,2020-02-25 11:39:03,0,192.168.250.3,209.17.97.90,443,54440,TCP,.A..S.,0,0,2,88,1,4
2020-02-25 11:12:03,2020-02-25 11:39:03,1620.33,192.168.250.3,23.226.231.226,80,17136,TCP,.A..S.,0,0,19,836,1,4
2020-02-25 11:37:00,2020-02-25 11:39:04,123.93,52.114.88.28,217.15.20.194,443,63940,TCP,.A..S.,0,0,9,5297,4,1
2020-02-25 11:39:00,2020-02-25 11:39:07,7.01,192.168.250.3,172.17.23.194,64360,32946,TCP,....S.,0,0,5,300,1,4
2020-02-25 11:39:07,2020-02-25 11:39:07,0,172.17.23.194,217.15.20.194,32946,64360,TCP,...R..,0,0,2,192,4,1
2020-02-25 11:39:09,2020-02-25 11:39:09,0,192.168.250.57,192.168.250.1,65000,53,UDP,......,0,0,2,150,1,0
2020-02-25 11:39:09,2020-02-25 11:39:09,0,192.168.250.1,192.168.250.57,53,65000,UDP,......,0,0,2,468,0,1
2020-02-25 11:39:09,2020-02-25 11:39:09,0,23.226.231.226,217.15.20.194,42565,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:26:42,2020-02-25 11:39:09,747.72,192.168.250.3,23.226.231.226,80,64070,TCP,.A..S.,0,0,13,572,1,4
2020-02-25 11:39:10,2020-02-25 11:39:10,0,192.168.250.62,192.168.250.1,38976,123,UDP,......,0,16,2,152,1,0
2020-02-25 11:39:10,2020-02-25 11:39:10,0,192.168.250.1,192.168.250.62,123,38976,UDP,......,0,184,2,152,0,1
2020-02-25 11:38:47,2020-02-25 11:39:10,22.58,52.114.75.69,217.15.20.194,443,51026,TCP,  0x52,0,2,11,7756,4,1
2020-02-25 11:39:10,2020-02-25 11:39:10,0,192.168.250.50,192.168.250.1,56472,53,UDP,......,0,0,2,176,1,0
2020-02-25 11:39:10,2020-02-25 11:39:10,0,192.168.250.1,192.168.250.50,53,56472,UDP,......,0,0,2,1062,0,1
2020-02-25 11:39:10,2020-02-25 11:39:10,0,192.168.250.50,192.168.250.1,54054,53,TCP,....S.,0,0,6,326,1,0
2020-02-25 11:39:10,2020-02-25 11:39:10,0,192.168.250.1,192.168.250.50,53,54054,TCP,.A..S.,0,0,5,777,0,1
2020-02-25 11:39:00,2020-02-25 11:39:11,11.02,92.118.38.58,217.15.20.194,52994,25,TCP,....S.,0,0,18,1031,4,1
2020-02-25 11:39:00,2020-02-25 11:39:11,11.02,192.168.250.3,92.118.38.58,25,52994,TCP,.A..S.,0,0,12,972,1,4
2020-02-25 11:38:08,2020-02-25 11:39:12,64.76,192.168.250.27,52.114.75.79,53735,443,TCP,....S.,0,0,13,2748,1,4
2020-02-25 11:39:12,2020-02-25 11:39:12,0,192.168.250.27,192.168.250.1,56374,53,UDP,......,0,0,2,152,1,0
2020-02-25 11:39:12,2020-02-25 11:39:12,0,192.168.250.27,192.168.250.1,63536,53,UDP,......,0,0,2,152,1,0
2020-02-25 11:39:12,2020-02-25 11:39:12,0,192.168.250.1,192.168.250.27,53,63536,UDP,......,0,0,2,736,0,1
2020-02-25 11:39:12,2020-02-25 11:39:12,0,192.168.250.1,192.168.250.27,53,56374,UDP,......,0,0,2,832,0,1
2020-02-25 11:38:08,2020-02-25 11:39:12,64.78,52.114.75.79,217.15.20.194,443,53735,TCP,.A..S.,0,0,12,5328,4,1
2020-02-25 11:39:12,2020-02-25 11:39:13,1.18,192.168.250.27,52.114.158.50,57359,443,TCP,....S.,0,0,10,2388,1,4
2020-02-25 11:39:10,2020-02-25 11:39:14,4.24,192.168.250.50,52.188.42.235,54056,443,TCP,....S.,0,0,13,3786,1,4
2020-02-25 11:38:43,2020-02-25 11:39:14,31.03,192.168.250.3,23.226.231.226,80,2612,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:39:10,2020-02-25 11:39:14,4.23,52.188.42.235,217.15.20.194,443,54056,TCP,.A..S.,0,0,11,7037,4,1
2020-02-25 11:38:44,2020-02-25 11:39:15,31.18,192.168.250.35,95.100.188.86,51020,443,TCP,  0xc2,0,0,12,3217,1,4
2020-02-25 11:38:44,2020-02-25 11:39:15,31.18,192.168.250.35,17.42.254.14,51021,443,TCP,  0xc2,0,0,20,5008,1,4
2020-02-25 11:38:44,2020-02-25 11:39:15,31.2,95.100.188.86,217.15.20.194,443,51020,TCP,  0x52,0,0,9,1612,4,1
2020-02-25 11:38:44,2020-02-25 11:39:15,31.17,17.42.254.14,217.15.20.194,443,51021,TCP,.A..S.,0,0,17,7128,4,1
2020-02-25 11:38:47,2020-02-25 11:39:17,29.31,192.168.250.35,52.232.216.86,51024,443,TCP,  0xc2,0,0,12,2183,1,4
2020-02-25 11:38:44,2020-02-25 11:39:17,32.23,192.168.250.35,40.90.22.189,51022,443,TCP,  0xc2,0,0,20,3004,1,4
2020-02-25 11:38:47,2020-02-25 11:39:17,29.64,192.168.250.35,13.107.3.128,51023,443,TCP,  0xc2,0,0,22,3173,1,4
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.27,192.168.250.1,63115,53,UDP,......,0,0,2,132,1,0
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.1,192.168.250.27,53,63115,UDP,......,0,0,2,1062,0,1
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.27,192.168.250.1,61157,53,TCP,....S.,0,0,6,304,1,0
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.1,192.168.250.27,53,61157,TCP,.A..S.,0,0,5,761,0,1
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.27,192.168.250.1,50661,53,UDP,......,0,0,2,158,1,0
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.1,192.168.250.27,53,50661,UDP,......,0,0,2,1076,0,1
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.27,192.168.250.1,53632,53,TCP,....S.,0,0,6,317,1,0
2020-02-25 11:39:17,2020-02-25 11:39:17,0,192.168.250.1,192.168.250.27,53,53632,TCP,.A..S.,0,0,5,848,0,1
2020-02-25 11:27:07,2020-02-25 11:39:20,732.9,23.226.231.226,217.15.20.194,38488,80,TCP,..P.S.,0,0,3,120,4,1
2020-02-25 11:38:58,2020-02-25 11:39:20,22,192.168.250.27,195.122.177.150,57358,443,TCP,....S.,0,0,7,826,1,4
2020-02-25 11:38:58,2020-02-25 11:39:20,22.01,195.122.177.150,217.15.20.194,443,57358,TCP,.A..S.,0,0,5,359,4,1
2020-02-25 11:39:22,2020-02-25 11:39:22,0,23.226.231.226,217.15.20.194,29774,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:38:47,2020-02-25 11:39:22,34.73,192.168.250.35,52.114.74.5,54862,443,TCP,  0xc2,0,0,14,1966,1,4
2020-02-25 11:38:47,2020-02-25 11:39:22,34.76,192.168.250.35,13.107.3.128,54859,443,TCP,  0xc2,0,0,14,1681,1,4
2020-02-25 11:38:47,2020-02-25 11:39:22,34.76,13.107.3.128,217.15.20.194,443,54859,TCP,  0x52,0,2,15,8478,4,1
2020-02-25 11:38:47,2020-02-25 11:39:22,34.73,52.114.74.5,217.15.20.194,443,54862,TCP,  0x52,0,2,11,7173,4,1
2020-02-25 11:38:44,2020-02-25 11:39:24,40.08,2.17.169.138,217.15.20.194,443,51019,TCP,  0x52,0,0,40,38056,4,1
2020-02-25 11:38:44,2020-02-25 11:39:24,40.21,192.168.250.35,2.17.169.138,51019,443,TCP,  0xc2,0,0,39,4497,1,4
2020-02-25 11:38:56,2020-02-25 11:39:27,31.38,192.168.250.3,23.226.231.226,80,55356,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:26:55,2020-02-25 11:39:31,756.18,192.168.250.3,23.226.231.226,80,51279,TCP,.A..S.,0,0,13,572,1,4
2020-02-25 11:38:46,2020-02-25 11:39:31,45.2,77.111.247.11,217.15.20.194,443,63523,TCP,.A..S.,0,0,22,9270,4,1
2020-02-25 11:38:46,2020-02-25 11:39:31,45.24,192.168.250.50,77.111.247.11,63523,443,TCP,....S.,0,0,19,2824,1,4
2020-02-25 11:39:31,2020-02-25 11:39:31,0,192.168.250.3,192.168.250.1,39781,53,UDP,......,0,0,2,142,1,0
2020-02-25 11:39:31,2020-02-25 11:39:31,0,192.168.250.1,192.168.250.3,53,39781,UDP,......,0,0,2,322,0,1
2020-02-25 11:39:31,2020-02-25 11:39:31,0,192.168.250.3,192.168.250.1,59198,53,UDP,......,0,0,2,124,1,0
2020-02-25 11:39:31,2020-02-25 11:39:31,0,192.168.250.1,192.168.250.3,53,59198,UDP,......,0,0,2,124,0,1
2020-02-25 11:39:31,2020-02-25 11:39:31,0,192.168.250.3,192.168.250.1,26907,53,UDP,......,0,0,2,140,1,0
2020-02-25 11:39:31,2020-02-25 11:39:31,0,192.168.250.1,192.168.250.3,53,26907,UDP,......,0,0,2,140,0,1
2020-02-25 11:39:30,2020-02-25 11:39:32,1.64,192.168.250.3,185.216.140.17,110,63374,TCP,.A..S.,0,0,9,562,1,4
2020-02-25 11:39:30,2020-02-25 11:39:32,1.68,185.216.140.17,217.15.20.194,63374,110,TCP,....S.,0,0,9,513,4,1
2020-02-25 11:39:32,2020-02-25 11:39:32,0,46.229.161.131,217.15.20.194,38006,53,UDP,......,0,0,2,138,4,1
2020-02-25 11:39:32,2020-02-25 11:39:32,0,192.168.250.247,46.229.161.131,53,38006,UDP,......,0,0,2,236,1,4
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.57,192.168.250.1,60130,53,UDP,......,0,0,2,132,1,0
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.1,192.168.250.57,53,60130,UDP,......,0,0,2,1062,0,1
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.57,192.168.250.1,56918,53,TCP,....S.,0,0,6,304,1,0
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.1,192.168.250.57,53,56918,TCP,.A..S.,0,0,5,761,0,1
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.57,192.168.250.1,52877,53,UDP,......,0,0,2,158,1,0
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.1,192.168.250.57,53,52877,UDP,......,0,0,2,1076,0,1
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.57,192.168.250.1,54789,53,TCP,....S.,0,0,6,317,1,0
2020-02-25 11:39:33,2020-02-25 11:39:33,0,192.168.250.1,192.168.250.57,53,54789,TCP,.A..S.,0,0,5,848,0,1
2020-02-25 10:40:19,2020-02-25 11:39:34,3555.36,192.168.250.27,64.233.162.188,63315,5228,TCP,.A....,0,0,126,5358,1,4
2020-02-25 11:39:35,2020-02-25 11:39:35,0,23.226.231.226,217.15.20.194,16983,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:38:06,2020-02-25 11:39:36,90.61,192.168.250.27,20.185.212.106,53734,443,TCP,....S.,0,0,15,3883,1,4
2020-02-25 11:39:32,2020-02-25 11:39:37,5.03,192.168.250.3,141.8.142.75,80,56311,TCP,.A..S.,0,0,16,15008,1,4
2020-02-25 11:39:32,2020-02-25 11:39:37,5.04,141.8.142.75,217.15.20.194,56311,80,TCP,....S.,0,0,16,1083,4,1
2020-02-25 11:39:39,2020-02-25 11:39:39,0,192.168.250.3,192.168.250.1,35131,53,UDP,......,0,0,3,186,1,0
2020-02-25 11:39:39,2020-02-25 11:39:39,0,192.168.250.1,192.168.250.3,53,35131,UDP,......,0,0,3,218,0,1
2020-02-25 11:39:39,2020-02-25 11:39:39,0,192.168.250.3,93.92.192.5,18740,2022,TCP,....S.,0,0,13,2969,1,4
2020-02-25 11:39:39,2020-02-25 11:39:39,0,93.92.192.5,217.15.20.194,2022,18740,TCP,.A..S.,0,0,9,2528,4,1
2020-02-25 11:39:09,2020-02-25 11:39:40,31.33,192.168.250.3,23.226.231.226,80,42565,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:27:20,2020-02-25 11:39:41,741.08,23.226.231.226,217.15.20.194,25697,80,TCP,..P.S.,0,0,3,120,4,1
2020-02-25 11:39:42,2020-02-25 11:39:42,0,192.168.250.62,192.168.250.1,34351,123,UDP,......,0,16,2,152,1,0
2020-02-25 11:39:42,2020-02-25 11:39:42,0,192.168.250.1,192.168.250.62,123,34351,UDP,......,0,184,2,152,0,1
2020-02-25 11:39:31,2020-02-25 11:39:42,11.03,92.118.38.58,217.15.20.194,8288,25,TCP,....S.,0,0,18,1031,4,1
2020-02-25 11:39:31,2020-02-25 11:39:42,11.03,192.168.250.3,92.118.38.58,25,8288,TCP,.A..S.,0,0,12,972,1,4
2020-02-25 11:39:41,2020-02-25 11:39:44,2.74,192.168.250.50,77.111.247.11,54174,443,TCP,....S.,0,0,22,10043,1,4
2020-02-25 11:39:41,2020-02-25 11:39:44,2.74,77.111.247.11,217.15.20.194,443,54174,TCP,.A..S.,0,0,20,3319,4,1
2020-02-25 11:39:48,2020-02-25 11:39:48,0,23.226.231.226,217.15.20.194,4192,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:39:48,2020-02-25 11:39:48,0,192.168.250.50,192.168.250.1,64581,53,UDP,......,0,0,2,120,1,0
2020-02-25 11:39:48,2020-02-25 11:39:48,0,192.168.250.1,192.168.250.50,53,64581,UDP,......,0,0,2,624,0,1
2020-02-25 11:39:48,2020-02-25 11:39:48,0,192.168.250.50,140.82.118.5,54202,443,TCP,....S.,0,0,12,1639,1,4
2020-02-25 11:39:48,2020-02-25 11:39:48,0,140.82.118.5,217.15.20.194,443,54202,TCP,.A..S.,0,0,11,5067,4,1
2020-02-25 11:27:07,2020-02-25 11:39:52,764.24,192.168.250.3,23.226.231.226,80,38488,TCP,.A..S.,0,0,13,572,1,4
2020-02-25 11:39:22,2020-02-25 11:39:53,31.25,192.168.250.3,23.226.231.226,80,29774,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:12:16,2020-02-25 11:39:56,1660.23,23.226.231.226,217.15.20.194,4345,80,TCP,..P.S.,0,0,4,160,4,1
2020-02-25 11:40:00,2020-02-25 11:40:00,0,23.226.231.226,217.15.20.194,56936,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:27:33,2020-02-25 11:40:03,749.24,23.226.231.226,217.15.20.194,12906,80,TCP,..P.S.,0,0,3,120,4,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.3,192.168.250.1,22765,53,UDP,......,0,0,2,142,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.3,53,22765,UDP,......,0,0,2,322,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.3,192.168.250.1,36449,53,UDP,......,0,0,2,124,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.3,53,36449,UDP,......,0,0,2,124,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.3,192.168.250.1,42696,53,UDP,......,0,0,2,140,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.3,53,42696,UDP,......,0,0,2,140,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.50,192.168.250.1,64454,53,UDP,......,0,0,3,198,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.50,53,64454,UDP,......,0,0,2,1062,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.50,192.168.250.1,57406,53,TCP,....S.,0,0,6,304,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.50,53,57406,TCP,.A..S.,0,0,5,761,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.50,192.168.250.1,53511,53,UDP,......,0,0,2,158,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.50,53,53511,UDP,......,0,0,2,1076,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.50,192.168.250.1,59670,53,TCP,....S.,0,0,6,317,1,0
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.1,192.168.250.50,53,59670,TCP,.A..S.,0,0,5,848,0,1
2020-02-25 11:40:03,2020-02-25 11:40:03,0,192.168.250.50,68.232.34.200,59673,443,TCP,....S.,0,0,17,2554,1,4
2020-02-25 11:40:03,2020-02-25 11:40:03,0,68.232.34.200,217.15.20.194,443,59673,TCP,.A..S.,0,0,19,11111,4,1
2020-02-25 11:40:03,2020-02-25 11:40:04,1.13,192.168.250.50,13.94.102.123,57409,443,TCP,....S.,0,0,14,2534,1,4
2020-02-25 11:40:03,2020-02-25 11:40:04,1.12,13.94.102.123,217.15.20.194,443,57409,TCP,.A..S.,0,0,14,7292,4,1
2020-02-25 11:39:35,2020-02-25 11:40:06,31.4,192.168.250.3,23.226.231.226,80,16983,TCP,.A..S.,0,0,7,308,1,4
2020-02-25 11:40:07,2020-02-25 11:40:07,0,192.168.250.4,62.231.6.98,23744,123,UDP,......,0,0,2,152,1,4
2020-02-25 11:40:07,2020-02-25 11:40:07,0,62.231.6.98,217.15.20.194,123,23744,UDP,......,0,0,2,152,4,1
2020-02-25 11:40:06,2020-02-25 11:40:08,2.08,192.168.250.50,140.82.118.5,59684,443,TCP,....S.,0,0,22,6721,1,4
2020-02-25 11:40:06,2020-02-25 11:40:08,2.07,140.82.118.5,217.15.20.194,443,59684,TCP,.A..S.,0,0,25,12976,4,1
2020-02-25 11:36:10,2020-02-25 11:40:10,240.24,173.194.221.95,217.15.20.194,443,51759,TCP,.A..S.,0,0,52,13027,4,1
2020-02-25 11:36:10,2020-02-25 11:40:10,240.24,192.168.250.27,173.194.221.95,51759,443,TCP,....S.,0,0,44,4751,1,4
2020-02-25 11:36:10,2020-02-25 11:40:10,240.09,64.233.165.132,217.15.20.194,443,51762,TCP,.A..S.,0,0,31,12257,4,1
2020-02-25 11:36:10,2020-02-25 11:40:10,240.11,192.168.250.27,64.233.165.132,51762,443,TCP,....S.,0,0,30,2312,1,4
2020-02-25 11:27:20,2020-02-25 11:40:13,772.53,192.168.250.3,23.226.231.226,80,25697,TCP,.A..S.,0,0,13,572,1,4
2020-02-25 11:40:13,2020-02-25 11:40:13,0,23.226.231.226,217.15.20.194,44145,80,TCP,..P.S.,0,0,2,80,4,1
2020-02-25 11:40:08,2020-02-25 11:40:13,5.21,159.138.156.212,217.15.20.194,27667,80,TCP,....S.,0,0,26,1470,4,1
2020-02-25 11:40:08,2020-02-25 11:40:13,5.21,192.168.250.3,159.138.156.212,80,27667,TCP,.A..S.,0,0,25,30435,1,4
2020-02-25 11:40:03,2020-02-25 11:40:14,11.06,92.118.38.58,217.15.20.194,28052,25,TCP,....S.,0,0,18,1035,4,1
2020-02-25 11:40:03,2020-02-25 11:40:14,11.06,192.168.250.3,92.118.38.58,25,28052,TCP,.A..S.,0,0,12,972,1,4
2020-02-25 11:40:14,2020-02-25 11:40:14,0,192.168.250.50,192.168.250.1,62422,53,UDP,......,0,0,2,154,1,0
2020-02-25 11:40:14,2020-02-25 11:40:14,0,192.168.250.1,192.168.250.50,53,62422,UDP,......,0,0,2,740,0,1
2020-02-25 11:40:14,2020-02-25 11:40:14,0,192.168.250.62,192.168.250.1,40211,123,UDP,......,0,16,2,152,1,0
2020-02-25 11:40:14,2020-02-25 11:40:14,0,192.168.250.1,192.168.250.62,123,40211,UDP,......,0,184,2,152,0,1
2020-02-25 11:38:06,2020-02-25 11:40:15,128.91,20.185.212.106,217.15.20.194,443,53734,TCP,.A..S.,0,0,14,8006,4,1
2020-02-25 11:33:08,2020-02-25 11:40:15,427.26,31.216.147.135,217.15.20.194,443,60270,TCP,.AP...,0,0,31,6872,4,1
2020-02-25 11:33:08,2020-02-25 11:40:15,427.26,192.168.250.50,31.216.147.135,60270,443,TCP,.A....,0,0,31,8142,1,4
2020-02-25 11:40:15,2020-02-25 11:40:15,0,209.17.97.66,217.15.20.194,53015,5000,TCP,....S.,0,0,3,128,4,1
2020-02-25 11:40:15,2020-02-25 11:40:15,0,192.168.250.250,209.17.97.66,5000,53015,TCP,.A..S.,0,0,2,88,1,4
2020-02-25 11:39:31,2020-02-25 11:40:16,45.19,77.111.247.11,217.15.20.194,443,54138,TCP,.A..S.,0,0,22,9270,4,1
